& https://raw.githubusercontent.com/padagraph/Clics/master/nodes.csv
_Edge:, languages, families, weight, width
26 -- 553, 1.0, 1.0, 1.0, 1
26 -- 752, 1.0, 1.0, 1.0, 1
26 -- 562, 1.0, 1.0, 1.0, 1
26 -- 176, 1.0, 1.0, 1.0, 1
26 -- 387, 3.0, 2.0, 2.0, 2
26 -- 500, 6.0, 4.0, 4.0, 4
26 -- 1278, 1.0, 1.0, 1.0, 1
26 -- 442, 1.0, 1.0, 1.0, 1
26 -- 32, 1.0, 1.0, 1.0, 1
26 -- 367, 2.0, 2.0, 2.0, 2
27 -- 102, 1.0, 1.0, 1.0, 1
27 -- 1183, 1.0, 1.0, 1.0, 1
27 -- 327, 1.0, 1.0, 1.0, 1
27 -- 1179, 1.0, 1.0, 1.0, 1
27 -- 62, 1.0, 1.0, 1.0, 1
27 -- 888, 1.0, 1.0, 1.0, 1
27 -- 965, 1.0, 1.0, 1.0, 1
27 -- 1000, 1.0, 1.0, 1.0, 1
27 -- 1136, 1.0, 1.0, 1.0, 1
27 -- 817, 1.0, 1.0, 1.0, 1
27 -- 973, 1.0, 1.0, 1.0, 1
27 -- 974, 1.0, 1.0, 1.0, 1
27 -- 70, 2.0, 2.0, 2.0, 2
27 -- 824, 2.0, 2.0, 2.0, 2
27 -- 825, 1.0, 1.0, 1.0, 1
27 -- 76, 1.0, 1.0, 1.0, 1
27 -- 712, 1.0, 1.0, 1.0, 1
27 -- 833, 2.0, 2.0, 2.0, 2
27 -- 835, 1.0, 1.0, 1.0, 1
27 -- 1219, 1.0, 1.0, 1.0, 1
27 -- 274, 1.0, 1.0, 1.0, 1
27 -- 877, 1.0, 1.0, 1.0, 1
27 -- 246, 3.0, 3.0, 3.0, 3
27 -- 991, 1.0, 1.0, 1.0, 1
27 -- 992, 1.0, 1.0, 1.0, 1
27 -- 1076, 1.0, 1.0, 1.0, 1
27 -- 751, 1.0, 1.0, 1.0, 1
27 -- 1233, 1.0, 1.0, 1.0, 1
27 -- 118, 1.0, 1.0, 1.0, 1
27 -- 1235, 1.0, 1.0, 1.0, 1
27 -- 759, 2.0, 2.0, 2.0, 2
27 -- 122, 1.0, 1.0, 1.0, 1
27 -- 652, 1.0, 1.0, 1.0, 1
27 -- 31, 1.0, 1.0, 1.0, 1
27 -- 33, 4.0, 3.0, 3.0, 3
27 -- 406, 1.0, 1.0, 1.0, 1
27 -- 1073, 1.0, 1.0, 1.0, 1
27 -- 486, 1.0, 1.0, 1.0, 1
27 -- 81, 1.0, 1.0, 1.0, 1
27 -- 1035, 1.0, 1.0, 1.0, 1
27 -- 415, 1.0, 1.0, 1.0, 1
27 -- 1249, 1.0, 1.0, 1.0, 1
27 -- 583, 1.0, 1.0, 1.0, 1
27 -- 701, 1.0, 1.0, 1.0, 1
27 -- 422, 1.0, 1.0, 1.0, 1
27 -- 1086, 3.0, 3.0, 3.0, 3
27 -- 624, 1.0, 1.0, 1.0, 1
27 -- 50, 1.0, 1.0, 1.0, 1
27 -- 1090, 1.0, 1.0, 1.0, 1
27 -- 120, 1.0, 1.0, 1.0, 1
27 -- 837, 1.0, 1.0, 1.0, 1
27 -- 1169, 1.0, 1.0, 1.0, 1
27 -- 843, 1.0, 1.0, 1.0, 1
27 -- 1175, 1.0, 1.0, 1.0, 1
27 -- 783, 1.0, 1.0, 1.0, 1
27 -- 1176, 2.0, 2.0, 2.0, 2
27 -- 761, 10.0, 6.0, 6.0, 6
27 -- 1131, 1.0, 1.0, 1.0, 1
27 -- 599, 1.0, 1.0, 1.0, 1
27 -- 600, 1.0, 1.0, 1.0, 1
27 -- 363, 1.0, 1.0, 1.0, 1
27 -- 520, 1.0, 1.0, 1.0, 1
27 -- 407, 1.0, 1.0, 1.0, 1
27 -- 134, 1.0, 1.0, 1.0, 1
27 -- 927, 1.0, 1.0, 1.0, 1
27 -- 881, 1.0, 1.0, 1.0, 1
27 -- 706, 1.0, 1.0, 1.0, 1
27 -- 703, 1.0, 1.0, 1.0, 1
27 -- 1230, 1.0, 1.0, 1.0, 1
27 -- 705, 1.0, 1.0, 1.0, 1
27 -- 445, 1.0, 1.0, 1.0, 1
28 -- 446, 6.0, 4.0, 4.0, 4
28 -- 1073, 13.0, 5.0, 5.0, 5
28 -- 456, 3.0, 2.0, 2.0, 2
28 -- 581, 1.0, 1.0, 1.0, 1
28 -- 714, 1.0, 1.0, 1.0, 1
28 -- 1237, 1.0, 1.0, 1.0, 1
28 -- 696, 1.0, 1.0, 1.0, 1
28 -- 490, 1.0, 1.0, 1.0, 1
28 -- 495, 1.0, 1.0, 1.0, 1
28 -- 970, 1.0, 1.0, 1.0, 1
28 -- 1109, 1.0, 1.0, 1.0, 1
28 -- 625, 1.0, 1.0, 1.0, 1
28 -- 90, 1.0, 1.0, 1.0, 1
28 -- 940, 1.0, 1.0, 1.0, 1
28 -- 231, 1.0, 1.0, 1.0, 1
28 -- 1105, 2.0, 2.0, 2.0, 2
28 -- 588, 3.0, 3.0, 3.0, 3
28 -- 993, 1.0, 1.0, 1.0, 1
28 -- 1160, 1.0, 1.0, 1.0, 1
28 -- 549, 3.0, 3.0, 3.0, 3
28 -- 1171, 1.0, 1.0, 1.0, 1
28 -- 926, 1.0, 1.0, 1.0, 1
28 -- 126, 1.0, 1.0, 1.0, 1
28 -- 470, 1.0, 1.0, 1.0, 1
28 -- 53, 1.0, 1.0, 1.0, 1
28 -- 327, 1.0, 1.0, 1.0, 1
28 -- 247, 1.0, 1.0, 1.0, 1
28 -- 504, 1.0, 1.0, 1.0, 1
28 -- 132, 1.0, 1.0, 1.0, 1
28 -- 178, 12.0, 7.0, 7.0, 7
28 -- 565, 1.0, 1.0, 1.0, 1
28 -- 948, 3.0, 1.0, 1.0, 1
28 -- 488, 1.0, 1.0, 1.0, 1
28 -- 30, 53.0, 20.0, 20.0, 20
28 -- 1113, 1.0, 1.0, 1.0, 1
28 -- 953, 1.0, 1.0, 1.0, 1
29 -- 446, 1.0, 1.0, 1.0, 1
29 -- 448, 1.0, 1.0, 1.0, 1
29 -- 1073, 1.0, 1.0, 1.0, 1
29 -- 218, 1.0, 1.0, 1.0, 1
29 -- 1076, 1.0, 1.0, 1.0, 1
29 -- 40, 1.0, 1.0, 1.0, 1
29 -- 964, 1.0, 1.0, 1.0, 1
29 -- 490, 1.0, 1.0, 1.0, 1
29 -- 503, 1.0, 1.0, 1.0, 1
29 -- 222, 1.0, 1.0, 1.0, 1
29 -- 769, 1.0, 1.0, 1.0, 1
29 -- 588, 14.0, 9.0, 9.0, 9
29 -- 970, 1.0, 1.0, 1.0, 1
29 -- 601, 1.0, 1.0, 1.0, 1
29 -- 642, 1.0, 1.0, 1.0, 1
29 -- 501, 1.0, 1.0, 1.0, 1
29 -- 158, 4.0, 4.0, 4.0, 4
29 -- 504, 1.0, 1.0, 1.0, 1
29 -- 29, 1.0, 1.0, 1.0, 1
29 -- 1063, 1.0, 1.0, 1.0, 1
29 -- 837, 3.0, 3.0, 3.0, 3
29 -- 838, 1.0, 1.0, 1.0, 1
29 -- 761, 1.0, 1.0, 1.0, 1
29 -- 205, 1.0, 1.0, 1.0, 1
29 -- 435, 1.0, 1.0, 1.0, 1
29 -- 83, 1.0, 1.0, 1.0, 1
29 -- 1274, 1.0, 1.0, 1.0, 1
29 -- 178, 2.0, 2.0, 2.0, 2
29 -- 927, 1.0, 1.0, 1.0, 1
29 -- 950, 1.0, 1.0, 1.0, 1
29 -- 952, 1.0, 1.0, 1.0, 1
29 -- 954, 42.0, 17.0, 17.0, 17
29 -- 33, 3.0, 3.0, 3.0, 3
30 -- 616, 1.0, 1.0, 1.0, 1
30 -- 446, 10.0, 6.0, 6.0, 6
30 -- 456, 5.0, 3.0, 3.0, 3
30 -- 711, 1.0, 1.0, 1.0, 1
30 -- 889, 2.0, 2.0, 2.0, 2
30 -- 539, 1.0, 1.0, 1.0, 1
30 -- 587, 1.0, 1.0, 1.0, 1
30 -- 1019, 1.0, 1.0, 1.0, 1
30 -- 309, 1.0, 1.0, 1.0, 1
30 -- 749, 1.0, 1.0, 1.0, 1
30 -- 158, 1.0, 1.0, 1.0, 1
30 -- 982, 1.0, 1.0, 1.0, 1
30 -- 549, 3.0, 3.0, 3.0, 3
30 -- 1134, 1.0, 1.0, 1.0, 1
30 -- 926, 1.0, 1.0, 1.0, 1
30 -- 733, 1.0, 1.0, 1.0, 1
30 -- 837, 1.0, 1.0, 1.0, 1
30 -- 742, 1.0, 1.0, 1.0, 1
30 -- 325, 1.0, 1.0, 1.0, 1
30 -- 327, 1.0, 1.0, 1.0, 1
30 -- 132, 1.0, 1.0, 1.0, 1
30 -- 1064, 1.0, 1.0, 1.0, 1
30 -- 1130, 1.0, 1.0, 1.0, 1
30 -- 754, 1.0, 1.0, 1.0, 1
30 -- 178, 47.0, 21.0, 21.0, 21
30 -- 696, 1.0, 1.0, 1.0, 1
30 -- 176, 1.0, 1.0, 1.0, 1
30 -- 759, 3.0, 2.0, 2.0, 2
30 -- 30, 1.0, 1.0, 1.0, 1
30 -- 1114, 1.0, 1.0, 1.0, 1
30 -- 1073, 12.0, 4.0, 4.0, 4
30 -- 221, 2.0, 1.0, 1.0, 1
30 -- 659, 2.0, 2.0, 2.0, 2
30 -- 467, 1.0, 1.0, 1.0, 1
30 -- 565, 1.0, 1.0, 1.0, 1
30 -- 588, 6.0, 5.0, 5.0, 5
30 -- 345, 1.0, 1.0, 1.0, 1
30 -- 370, 1.0, 1.0, 1.0, 1
30 -- 558, 1.0, 1.0, 1.0, 1
30 -- 1236, 2.0, 1.0, 1.0, 1
30 -- 115, 1.0, 1.0, 1.0, 1
30 -- 903, 1.0, 1.0, 1.0, 1
30 -- 50, 1.0, 1.0, 1.0, 1
30 -- 429, 1.0, 1.0, 1.0, 1
30 -- 220, 1.0, 1.0, 1.0, 1
30 -- 581, 1.0, 1.0, 1.0, 1
30 -- 592, 1.0, 1.0, 1.0, 1
30 -- 1176, 1.0, 1.0, 1.0, 1
30 -- 233, 1.0, 1.0, 1.0, 1
30 -- 219, 1.0, 1.0, 1.0, 1
30 -- 291, 1.0, 1.0, 1.0, 1
30 -- 236, 2.0, 2.0, 2.0, 2
30 -- 153, 1.0, 1.0, 1.0, 1
30 -- 1116, 1.0, 1.0, 1.0, 1
30 -- 134, 2.0, 2.0, 2.0, 2
30 -- 525, 1.0, 1.0, 1.0, 1
30 -- 948, 3.0, 1.0, 1.0, 1
30 -- 416, 1.0, 1.0, 1.0, 1
30 -- 953, 1.0, 1.0, 1.0, 1
30 -- 954, 1.0, 1.0, 1.0, 1
30 -- 445, 1.0, 1.0, 1.0, 1
31 -- 550, 4.0, 3.0, 3.0, 3
31 -- 279, 1.0, 1.0, 1.0, 1
31 -- 488, 1.0, 1.0, 1.0, 1
31 -- 696, 1.0, 1.0, 1.0, 1
31 -- 1073, 1.0, 1.0, 1.0, 1
31 -- 1187, 1.0, 1.0, 1.0, 1
31 -- 772, 1.0, 1.0, 1.0, 1
31 -- 366, 1.0, 1.0, 1.0, 1
31 -- 205, 2.0, 1.0, 1.0, 1
31 -- 618, 1.0, 1.0, 1.0, 1
31 -- 948, 1.0, 1.0, 1.0, 1
31 -- 154, 2.0, 2.0, 2.0, 2
31 -- 404, 1.0, 1.0, 1.0, 1
31 -- 921, 1.0, 1.0, 1.0, 1
32 -- 213, 1.0, 1.0, 1.0, 1
32 -- 1022, 1.0, 1.0, 1.0, 1
32 -- 959, 1.0, 1.0, 1.0, 1
32 -- 240, 5.0, 2.0, 2.0, 2
32 -- 236, 1.0, 1.0, 1.0, 1
32 -- 145, 1.0, 1.0, 1.0, 1
32 -- 1024, 1.0, 1.0, 1.0, 1
32 -- 139, 1.0, 1.0, 1.0, 1
32 -- 1201, 1.0, 1.0, 1.0, 1
32 -- 1026, 1.0, 1.0, 1.0, 1
32 -- 362, 1.0, 1.0, 1.0, 1
32 -- 176, 2.0, 2.0, 2.0, 2
32 -- 665, 1.0, 1.0, 1.0, 1
32 -- 647, 1.0, 1.0, 1.0, 1
32 -- 88, 1.0, 1.0, 1.0, 1
32 -- 1094, 2.0, 2.0, 2.0, 2
33 -- 406, 1.0, 1.0, 1.0, 1
33 -- 535, 1.0, 1.0, 1.0, 1
33 -- 1075, 1.0, 1.0, 1.0, 1
33 -- 490, 11.0, 8.0, 8.0, 8
33 -- 495, 1.0, 1.0, 1.0, 1
33 -- 723, 1.0, 1.0, 1.0, 1
33 -- 670, 3.0, 1.0, 1.0, 1
33 -- 498, 1.0, 1.0, 1.0, 1
33 -- 1279, 2.0, 2.0, 2.0, 2
33 -- 370, 1.0, 1.0, 1.0, 1
33 -- 266, 1.0, 1.0, 1.0, 1
33 -- 158, 1.0, 1.0, 1.0, 1
33 -- 1090, 1.0, 1.0, 1.0, 1
33 -- 993, 1.0, 1.0, 1.0, 1
33 -- 841, 1.0, 1.0, 1.0, 1
33 -- 508, 1.0, 1.0, 1.0, 1
33 -- 1281, 2.0, 2.0, 2.0, 2
33 -- 785, 1.0, 1.0, 1.0, 1
33 -- 129, 1.0, 1.0, 1.0, 1
33 -- 520, 1.0, 1.0, 1.0, 1
33 -- 895, 2.0, 2.0, 2.0, 2
33 -- 954, 3.0, 3.0, 3.0, 3
33 -- 972, 1.0, 1.0, 1.0, 1
33 -- 371, 1.0, 1.0, 1.0, 1
33 -- 802, 1.0, 1.0, 1.0, 1
34 -- 235, 1.0, 1.0, 1.0, 1
34 -- 35, 1.0, 1.0, 1.0, 1
34 -- 36, 2.0, 2.0, 2.0, 2
34 -- 39, 1.0, 1.0, 1.0, 1
34 -- 40, 1.0, 1.0, 1.0, 1
34 -- 619, 1.0, 1.0, 1.0, 1
34 -- 1229, 1.0, 1.0, 1.0, 1
34 -- 1128, 1.0, 1.0, 1.0, 1
34 -- 672, 1.0, 1.0, 1.0, 1
34 -- 457, 1.0, 1.0, 1.0, 1
34 -- 273, 1.0, 1.0, 1.0, 1
34 -- 655, 1.0, 1.0, 1.0, 1
35 -- 376, 1.0, 1.0, 1.0, 1
35 -- 36, 2.0, 2.0, 2.0, 2
35 -- 1128, 1.0, 1.0, 1.0, 1
35 -- 39, 1.0, 1.0, 1.0, 1
35 -- 40, 1.0, 1.0, 1.0, 1
35 -- 457, 1.0, 1.0, 1.0, 1
35 -- 273, 1.0, 1.0, 1.0, 1
35 -- 626, 1.0, 1.0, 1.0, 1
36 -- 1128, 1.0, 1.0, 1.0, 1
36 -- 37, 9.0, 3.0, 3.0, 3
36 -- 39, 1.0, 1.0, 1.0, 1
36 -- 40, 1.0, 1.0, 1.0, 1
36 -- 457, 1.0, 1.0, 1.0, 1
36 -- 273, 1.0, 1.0, 1.0, 1
36 -- 769, 1.0, 1.0, 1.0, 1
37 -- 555, 1.0, 1.0, 1.0, 1
37 -- 769, 1.0, 1.0, 1.0, 1
37 -- 351, 1.0, 1.0, 1.0, 1
38 -- 376, 1.0, 1.0, 1.0, 1
38 -- 710, 1.0, 1.0, 1.0, 1
38 -- 871, 1.0, 1.0, 1.0, 1
38 -- 718, 1.0, 1.0, 1.0, 1
38 -- 180, 1.0, 1.0, 1.0, 1
38 -- 107, 1.0, 1.0, 1.0, 1
38 -- 970, 1.0, 1.0, 1.0, 1
38 -- 672, 1.0, 1.0, 1.0, 1
38 -- 221, 1.0, 1.0, 1.0, 1
38 -- 273, 1.0, 1.0, 1.0, 1
38 -- 160, 2.0, 2.0, 2.0, 2
38 -- 431, 1.0, 1.0, 1.0, 1
38 -- 1178, 1.0, 1.0, 1.0, 1
38 -- 1207, 1.0, 1.0, 1.0, 1
38 -- 516, 4.0, 2.0, 2.0, 2
38 -- 87, 1.0, 1.0, 1.0, 1
38 -- 553, 1.0, 1.0, 1.0, 1
38 -- 420, 1.0, 1.0, 1.0, 1
38 -- 554, 1.0, 1.0, 1.0, 1
38 -- 78, 1.0, 1.0, 1.0, 1
38 -- 138, 10.0, 8.0, 8.0, 8
38 -- 436, 1.0, 1.0, 1.0, 1
38 -- 1115, 1.0, 1.0, 1.0, 1
39 -- 962, 4.0, 3.0, 3.0, 3
39 -- 663, 1.0, 1.0, 1.0, 1
39 -- 965, 1.0, 1.0, 1.0, 1
39 -- 263, 1.0, 1.0, 1.0, 1
39 -- 622, 1.0, 1.0, 1.0, 1
39 -- 1204, 1.0, 1.0, 1.0, 1
39 -- 152, 1.0, 1.0, 1.0, 1
39 -- 312, 1.0, 1.0, 1.0, 1
39 -- 1209, 1.0, 1.0, 1.0, 1
39 -- 192, 1.0, 1.0, 1.0, 1
39 -- 273, 1.0, 1.0, 1.0, 1
39 -- 173, 1.0, 1.0, 1.0, 1
39 -- 1169, 1.0, 1.0, 1.0, 1
39 -- 866, 1.0, 1.0, 1.0, 1
39 -- 40, 9.0, 6.0, 6.0, 6
39 -- 1142, 1.0, 1.0, 1.0, 1
39 -- 873, 1.0, 1.0, 1.0, 1
39 -- 1128, 1.0, 1.0, 1.0, 1
39 -- 1167, 1.0, 1.0, 1.0, 1
39 -- 457, 1.0, 1.0, 1.0, 1
39 -- 1208, 1.0, 1.0, 1.0, 1
40 -- 517, 1.0, 1.0, 1.0, 1
40 -- 337, 1.0, 1.0, 1.0, 1
40 -- 457, 1.0, 1.0, 1.0, 1
40 -- 962, 1.0, 1.0, 1.0, 1
40 -- 1128, 1.0, 1.0, 1.0, 1
40 -- 273, 1.0, 1.0, 1.0, 1
41 -- 737, 1.0, 1.0, 1.0, 1
41 -- 300, 1.0, 1.0, 1.0, 1
41 -- 332, 1.0, 1.0, 1.0, 1
41 -- 606, 1.0, 1.0, 1.0, 1
41 -- 210, 1.0, 1.0, 1.0, 1
41 -- 555, 1.0, 1.0, 1.0, 1
41 -- 87, 1.0, 1.0, 1.0, 1
41 -- 344, 3.0, 3.0, 3.0, 3
42 -- 319, 10.0, 5.0, 5.0, 5
42 -- 1073, 1.0, 1.0, 1.0, 1
42 -- 787, 6.0, 3.0, 3.0, 3
42 -- 596, 1.0, 1.0, 1.0, 1
42 -- 838, 1.0, 1.0, 1.0, 1
42 -- 222, 1.0, 1.0, 1.0, 1
42 -- 324, 1.0, 1.0, 1.0, 1
42 -- 851, 4.0, 1.0, 1.0, 1
42 -- 854, 1.0, 1.0, 1.0, 1
42 -- 95, 1.0, 1.0, 1.0, 1
42 -- 267, 1.0, 1.0, 1.0, 1
42 -- 858, 3.0, 3.0, 3.0, 3
42 -- 982, 1.0, 1.0, 1.0, 1
42 -- 1168, 1.0, 1.0, 1.0, 1
42 -- 882, 1.0, 1.0, 1.0, 1
42 -- 862, 1.0, 1.0, 1.0, 1
42 -- 614, 1.0, 1.0, 1.0, 1
42 -- 348, 1.0, 1.0, 1.0, 1
43 -- 1053, 1.0, 1.0, 1.0, 1
43 -- 236, 3.0, 3.0, 3.0, 3
43 -- 237, 1.0, 1.0, 1.0, 1
43 -- 522, 1.0, 1.0, 1.0, 1
43 -- 337, 1.0, 1.0, 1.0, 1
43 -- 717, 2.0, 2.0, 2.0, 2
43 -- 975, 31.0, 20.0, 20.0, 20
43 -- 105, 1.0, 1.0, 1.0, 1
43 -- 324, 1.0, 1.0, 1.0, 1
43 -- 343, 1.0, 1.0, 1.0, 1
43 -- 845, 1.0, 1.0, 1.0, 1
44 -- 466, 1.0, 1.0, 1.0, 1
44 -- 896, 1.0, 1.0, 1.0, 1
44 -- 762, 118.0, 40.0, 40.0, 40
44 -- 592, 1.0, 1.0, 1.0, 1
44 -- 1199, 1.0, 1.0, 1.0, 1
44 -- 1072, 1.0, 1.0, 1.0, 1
44 -- 222, 1.0, 1.0, 1.0, 1
44 -- 105, 2.0, 2.0, 2.0, 2
44 -- 470, 1.0, 1.0, 1.0, 1
44 -- 1044, 2.0, 2.0, 2.0, 2
44 -- 1125, 1.0, 1.0, 1.0, 1
44 -- 771, 1.0, 1.0, 1.0, 1
44 -- 1127, 1.0, 1.0, 1.0, 1
44 -- 553, 1.0, 1.0, 1.0, 1
44 -- 562, 1.0, 1.0, 1.0, 1
44 -- 564, 1.0, 1.0, 1.0, 1
44 -- 501, 1.0, 1.0, 1.0, 1
44 -- 1033, 1.0, 1.0, 1.0, 1
44 -- 245, 1.0, 1.0, 1.0, 1
44 -- 654, 2.0, 2.0, 2.0, 2
45 -- 181, 1.0, 1.0, 1.0, 1
45 -- 810, 1.0, 1.0, 1.0, 1
45 -- 1193, 39.0, 21.0, 21.0, 21
45 -- 1122, 1.0, 1.0, 1.0, 1
45 -- 1124, 1.0, 1.0, 1.0, 1
45 -- 769, 1.0, 1.0, 1.0, 1
45 -- 1098, 1.0, 1.0, 1.0, 1
45 -- 311, 2.0, 1.0, 1.0, 1
45 -- 312, 2.0, 1.0, 1.0, 1
45 -- 501, 3.0, 3.0, 3.0, 3
45 -- 48, 1.0, 1.0, 1.0, 1
45 -- 429, 1.0, 1.0, 1.0, 1
45 -- 1172, 1.0, 1.0, 1.0, 1
45 -- 1163, 1.0, 1.0, 1.0, 1
45 -- 543, 2.0, 2.0, 2.0, 2
45 -- 398, 1.0, 1.0, 1.0, 1
45 -- 637, 1.0, 1.0, 1.0, 1
45 -- 556, 2.0, 2.0, 2.0, 2
45 -- 1102, 1.0, 1.0, 1.0, 1
45 -- 462, 2.0, 1.0, 1.0, 1
45 -- 288, 1.0, 1.0, 1.0, 1
45 -- 114, 1.0, 1.0, 1.0, 1
45 -- 291, 1.0, 1.0, 1.0, 1
45 -- 368, 1.0, 1.0, 1.0, 1
45 -- 294, 1.0, 1.0, 1.0, 1
45 -- 1256, 3.0, 3.0, 3.0, 3
45 -- 177, 19.0, 15.0, 15.0, 15
46 -- 331, 1.0, 1.0, 1.0, 1
46 -- 739, 1.0, 1.0, 1.0, 1
46 -- 1250, 1.0, 1.0, 1.0, 1
46 -- 839, 1.0, 1.0, 1.0, 1
46 -- 814, 1.0, 1.0, 1.0, 1
46 -- 849, 2.0, 2.0, 2.0, 2
46 -- 46, 1.0, 1.0, 1.0, 1
46 -- 1282, 1.0, 1.0, 1.0, 1
47 -- 960, 1.0, 1.0, 1.0, 1
47 -- 218, 1.0, 1.0, 1.0, 1
47 -- 999, 1.0, 1.0, 1.0, 1
47 -- 618, 4.0, 4.0, 4.0, 4
47 -- 619, 4.0, 4.0, 4.0, 4
47 -- 823, 1.0, 1.0, 1.0, 1
47 -- 107, 1.0, 1.0, 1.0, 1
47 -- 622, 19.0, 13.0, 13.0, 13
47 -- 1181, 2.0, 2.0, 2.0, 2
47 -- 1204, 7.0, 6.0, 6.0, 6
47 -- 459, 1.0, 1.0, 1.0, 1
47 -- 647, 2.0, 2.0, 2.0, 2
47 -- 442, 2.0, 2.0, 2.0, 2
47 -- 1001, 1.0, 1.0, 1.0, 1
48 -- 260, 1.0, 1.0, 1.0, 1
48 -- 564, 2.0, 2.0, 2.0, 2
48 -- 578, 1.0, 1.0, 1.0, 1
48 -- 1193, 1.0, 1.0, 1.0, 1
48 -- 552, 10.0, 2.0, 2.0, 2
48 -- 307, 1.0, 1.0, 1.0, 1
48 -- 88, 1.0, 1.0, 1.0, 1
48 -- 628, 2.0, 2.0, 2.0, 2
48 -- 72, 1.0, 1.0, 1.0, 1
48 -- 1130, 1.0, 1.0, 1.0, 1
48 -- 227, 1.0, 1.0, 1.0, 1
48 -- 934, 10.0, 7.0, 7.0, 7
48 -- 1216, 1.0, 1.0, 1.0, 1
48 -- 123, 1.0, 1.0, 1.0, 1
48 -- 979, 13.0, 9.0, 9.0, 9
48 -- 930, 1.0, 1.0, 1.0, 1
48 -- 691, 30.0, 17.0, 17.0, 17
48 -- 200, 1.0, 1.0, 1.0, 1
48 -- 556, 1.0, 1.0, 1.0, 1
48 -- 941, 1.0, 1.0, 1.0, 1
48 -- 559, 7.0, 6.0, 6.0, 6
48 -- 286, 1.0, 1.0, 1.0, 1
48 -- 501, 1.0, 1.0, 1.0, 1
48 -- 1056, 5.0, 5.0, 5.0, 5
48 -- 476, 1.0, 1.0, 1.0, 1
48 -- 1227, 1.0, 1.0, 1.0, 1
48 -- 1207, 1.0, 1.0, 1.0, 1
48 -- 502, 2.0, 2.0, 2.0, 2
48 -- 554, 2.0, 2.0, 2.0, 2
48 -- 1032, 3.0, 3.0, 3.0, 3
48 -- 938, 1.0, 1.0, 1.0, 1
49 -- 1152, 3.0, 3.0, 3.0, 3
49 -- 477, 1.0, 1.0, 1.0, 1
49 -- 106, 9.0, 9.0, 9.0, 9
49 -- 880, 6.0, 6.0, 6.0, 6
49 -- 850, 1.0, 1.0, 1.0, 1
49 -- 491, 1.0, 1.0, 1.0, 1
49 -- 1259, 1.0, 1.0, 1.0, 1
50 -- 712, 19.0, 7.0, 7.0, 7
50 -- 1183, 1.0, 1.0, 1.0, 1
50 -- 456, 2.0, 2.0, 2.0, 2
50 -- 1179, 1.0, 1.0, 1.0, 1
50 -- 888, 1.0, 1.0, 1.0, 1
50 -- 889, 1.0, 1.0, 1.0, 1
50 -- 847, 14.0, 10.0, 10.0, 10
50 -- 965, 1.0, 1.0, 1.0, 1
50 -- 1136, 1.0, 1.0, 1.0, 1
50 -- 895, 2.0, 2.0, 2.0, 2
50 -- 624, 1.0, 1.0, 1.0, 1
50 -- 807, 1.0, 1.0, 1.0, 1
50 -- 972, 6.0, 3.0, 3.0, 3
50 -- 973, 1.0, 1.0, 1.0, 1
50 -- 974, 1.0, 1.0, 1.0, 1
50 -- 70, 1.0, 1.0, 1.0, 1
50 -- 824, 1.0, 1.0, 1.0, 1
50 -- 825, 1.0, 1.0, 1.0, 1
50 -- 992, 1.0, 1.0, 1.0, 1
50 -- 76, 1.0, 1.0, 1.0, 1
50 -- 1075, 12.0, 5.0, 5.0, 5
50 -- 833, 1.0, 1.0, 1.0, 1
50 -- 1088, 1.0, 1.0, 1.0, 1
50 -- 835, 1.0, 1.0, 1.0, 1
50 -- 733, 1.0, 1.0, 1.0, 1
50 -- 837, 1.0, 1.0, 1.0, 1
50 -- 554, 1.0, 1.0, 1.0, 1
50 -- 327, 1.0, 1.0, 1.0, 1
50 -- 246, 1.0, 1.0, 1.0, 1
50 -- 991, 1.0, 1.0, 1.0, 1
50 -- 1129, 4.0, 4.0, 4.0, 4
50 -- 1064, 1.0, 1.0, 1.0, 1
50 -- 1098, 1.0, 1.0, 1.0, 1
50 -- 751, 1.0, 1.0, 1.0, 1
50 -- 645, 1.0, 1.0, 1.0, 1
50 -- 1090, 1.0, 1.0, 1.0, 1
50 -- 1233, 1.0, 1.0, 1.0, 1
50 -- 1235, 1.0, 1.0, 1.0, 1
50 -- 754, 2.0, 2.0, 2.0, 2
50 -- 759, 1.0, 1.0, 1.0, 1
50 -- 652, 1.0, 1.0, 1.0, 1
50 -- 178, 3.0, 3.0, 3.0, 3
50 -- 406, 1.0, 1.0, 1.0, 1
50 -- 1073, 1.0, 1.0, 1.0, 1
50 -- 486, 1.0, 1.0, 1.0, 1
50 -- 81, 1.0, 1.0, 1.0, 1
50 -- 102, 1.0, 1.0, 1.0, 1
50 -- 504, 2.0, 2.0, 2.0, 2
50 -- 388, 1.0, 1.0, 1.0, 1
50 -- 492, 1.0, 1.0, 1.0, 1
50 -- 415, 1.0, 1.0, 1.0, 1
50 -- 1249, 1.0, 1.0, 1.0, 1
50 -- 852, 1.0, 1.0, 1.0, 1
50 -- 583, 1.0, 1.0, 1.0, 1
50 -- 420, 18.0, 8.0, 8.0, 8
50 -- 817, 1.0, 1.0, 1.0, 1
50 -- 1219, 1.0, 1.0, 1.0, 1
50 -- 633, 1.0, 1.0, 1.0, 1
50 -- 118, 1.0, 1.0, 1.0, 1
50 -- 120, 7.0, 5.0, 5.0, 5
50 -- 274, 1.0, 1.0, 1.0, 1
50 -- 487, 2.0, 2.0, 2.0, 2
50 -- 783, 1.0, 1.0, 1.0, 1
